"seed","N","n_eff","strategy","Pr","Re","MCC","CoefL2","JacRMSE"
16,30,30,"dopt",0.888888888888889,0.5,0.58426976508496,3.94597329610351,0.148368806141008
16,40,40,"dopt",1,0.5625,0.691898406021664,4.1954905046517,0.132677381143316
16,60,60,"dopt",1,0.5,0.645497224367903,3.50354675584654,0.132053883399626
17,12,12,"random",0.571428571428571,0.25,0.239045721866879,10.7042071772038,0.609790302719799
17,16,16,"random",0.714285714285714,0.3125,0.358568582800318,5.28689753469805,0.374784536963787
17,20,20,"random",0.888888888888889,0.5,0.58426976508496,4.76196643518091,0.253224195067033
17,30,30,"random",0.9,0.5625,0.634000411466058,4.91488377861789,0.220880238160692
17,40,40,"random",0.909090909090909,0.625,0.682242292337953,4.86365001105432,0.218795812934219
17,60,60,"random",0.785714285714286,0.6875,0.639009650422694,4.21224505233079,0.214350744169186
17,12,12,"maximin",0.5,0.125,0.131558702896054,5.37514697171541,0.388308493186722
17,16,16,"maximin",1,0.1875,0.376177396931639,5.81988359291047,0.327580286409432
17,20,20,"maximin",1,0.375,0.547722557505166,4.63190775183863,0.279157846332211
17,30,29,"maximin",1,0.5625,0.691898406021664,5.28505052267075,0.219196056361316
17,40,39,"maximin",0.923076923076923,0.75,0.775750545449794,4.03848490004712,0.217726714911491
17,60,58,"maximin",0.875,0.875,0.825,4.00833382557922,0.191879701523083
17,12,10,"dopt",0.222222222222222,0.125,-0.061502080535259,9.37905823310086,0.589921515012875
17,16,14,"dopt",1,0.25,0.438529009653515,6.33520595558668,0.31720242951399
17,20,17,"dopt",0.625,0.3125,0.306611181574754,6.15466079942742,0.303564029680178
17,30,27,"dopt",1,0.5625,0.691898406021664,4.62718350772958,0.230622935435982
17,40,37,"dopt",0.833333333333333,0.625,0.633054164947657,4.90445268195324,0.213360232054394
17,60,56,"dopt",0.8125,0.8125,0.7375,3.5889000552095,0.149873208607327
18,12,10,"random",0.25,0.0625,-0.0219264504826757,11.116132805628,0.394668753734651
18,16,13,"random",0.363636363636364,0.25,0.0852802865422442,10.392762753479,0.556934081406625
18,20,17,"random",0.666666666666667,0.125,0.200627945030208,4.84014911417464,0.286576554444832
18,30,26,"random",0.666666666666667,0.125,0.200627945030208,3.72056492077914,0.315402513356995
18,40,34,"random",0.833333333333333,0.3125,0.419920627420627,3.27238063635935,0.25146846834235
18,60,54,"random",0.769230769230769,0.625,0.588500413789499,3.8585880657316,0.224169690438862
